year,fips,state,region,population_est,anxiety_ct,trauma_stress_ct,adhd_ct,bipolar_ct,depression_ct,comm_psych_care,outpatient_util,state_psych_care,private_psych_care,resid_psych_care,total_inpatient,inpatient_util,total_civilian,total_util,median_adhd,median_ptsd,median_anxiety,median_bipolar,median_depression,median_mental_hospital,median_psychiatrists_near_me,median_psychologist_near_me,median_therapist_near_me,median_all_trends,mean_adhd,mean_ptsd,mean_anxiety,mean_bipolar,mean_depression,mean_mental_hospital,mean_psychiatrists_near_me,mean_psychologist_near_me,mean_therapist_near_me,mean_all_trends,total_facilities,mental_health_only,inpatient_facilities,pct_pharmacotherapy,pct_free_services,pct_medicare_services,pct_youth_services,pct_counseling_services,per_capita_total_facilities,per_capita_mental_health_only,per_capita_inpatient_facilities
2014,44,RI,Atlantic,1056511,4607,4876,2422,4630,6455,30914,0.029260462,60994,61464,61464,183922,0.1740843209393939,214836,0.203344783,21.5,10.5,58.5,21,65,0,0,0,0,10.5,22.08333333,10.75,58.83333333,21.66666667,63.16666667,21.25,0,0,0,21.97222222222222,,,,,,,,,,,
2014,45,SC,South,4826858,13012,13330,14877,14407,23636,81808,0.016948499417219234,159965,161964,161934,483863,0.10024388535979306,565671,0.117192385,20.5,10,46.5,20.5,60,35,0,0,0,20.5,21.08333333,10.41666667,46.58333333,20.66666667,60.25,36.41666667,0,0,0,21.712962963333332,,,,,,,,,,,
2014,46,SD,Central,849670,1116,3497,1289,1835,3579,16037,0.018874387,28194,29634,29634,87462,0.102936434,103499,0.121810821,22.5,10,53,20.5,74,0,0,0,0,10,21.41666667,8.916666667,52.33333333,20.58333333,71.75,0,0,0,0,19.444444444111113,,,,,,,,,,,
2014,47,TN,South,6544617,22331,14238,8750,34484,43210,112777,0.017232024,214885,220396,222377,657658,0.10048838610418302,770435,0.117720411,18.5,9.5,47,21,56.5,41,0,0,0,18.5,18.58333333,9.916666667,47,20.08333333,54.41666667,40.83333333,0,0,0.666666667,21.27777777711111,,,,,,,,,,,
2014,48,TX,South,26963092,33935,25370,31918,77845,77025,326746,0.012118268928504193,634521,635740,648637,1918898,0.07116758,2245644,0.083285849,21.5,10,50,22,64.5,39,0,0,0,21.5,22.08333333,9.833333333,50.16666667,22.16666667,62.83333333,38.83333333,0,0,0.583333333,22.944444444000002,,,,,,,,,,,
2014,49,UT,West Pacific,2938327,14051,8971,6090,7681,13976,49059,0.016696235647019546,96501,95327,96485,288313,0.098121482,337372,0.114817718,21.5,10,52,20,67,25.5,0,0,0,20,20.75,9.833333333,50.75,19.66666667,64.91666667,25.91666667,0,0,0,21.31481481588889,,,,,,,,,,,
2014,50,VT,Atlantic,625693,3370,6998,2111,1829,4849,24652,0.039399514,49226,49225,47845,146296,0.23381434665243178,170948,0.27321386,19.5,14,53.5,20,67,0,0,0,0,14,20.91666667,13.08333333,53.75,19.41666667,66.08333333,0,0,0,0,19.25,,,,,,,,,,,
2014,51,VA,South,8315430,24325,20667,20170,30815,38009,113693,0.013672534072200716,220520,225153,225154,670827,0.080672557,784520,0.094345091,16.5,8,43.5,18.5,45,24,0,0,0,16.5,17.75,8.333333333,44.08333333,18.66666667,49.66666667,26.08333333,0,0,0.25,18.314814814777776,,,,,,,,,,,
2014,53,WA,West Pacific,7057531,8719,14279,3303,12832,23126,78573,0.011133213584184044,138026,130215,140809,409050,0.057959363,487623,0.069092576,19.5,13,57,22,67.5,41.5,0,0,0,19.5,20.25,13.08333333,57.66666667,21.75,65.91666667,41.25,0,0,0,24.435185185555554,,,,,,,,,,,
2014,55,WI,Central,5753199,11799,14505,5303,18021,28270,103609,0.018008937288628464,195909,196907,198553,591369,0.10278959584050543,694978,0.120798533,21.5,10.5,55,22,71,44.5,0,0,0,21.5,21.91666667,10.41666667,56.16666667,21.91666667,69.08333333,44.83333333,0,0,1,25.03703703777778,,,,,,,,,,,
2014,56,WY,West Pacific,583159,3585,4100,1682,2486,5859,17402,0.029840918,34018,34284,34284,102586,0.1759142875270724,119988,0.205755206,20,10.5,52,19.5,70.5,0,0,0,0,10.5,19.16666667,7.5,50,20.25,68.16666667,0,0,0,0,18.342592593333332,,,,,,,,,,,
2015,1,AL,South,4854803,15720,11619,16558,18553,30669,102062,0.021022892175027494,201985,201123,203094,606202,0.12486644669206969,708264,0.145889339,21.5,12.5,56.5,24.5,71.5,28,0,0,0,21.5,22.58333333,12.33333333,56.5,23.5,70.41666667,29.83333333,0,0,0,23.907407406666668,,,,,,,,,,,
2015,4,AZ,West Pacific,6832810,38311,38784,29207,40967,41246,155350,0.022735887577731564,309958,293066,310017,913041,0.1336259898928845,1068391,0.156361877,20.5,14,64.5,22,76.5,32.5,0,0,0,20.5,20.41666667,14.33333333,66,21.75,73.25,32.25,0,0,0.666666667,25.407407407444442,,,,,,,,,,,
2015,5,AR,South,2979732,7716,9652,3750,13593,18984,69834,0.023436335885240685,137903,136733,138393,413029,0.13861280141972498,482863,0.162049137,22.5,14,65.5,24,80.5,38.5,0,0,0,22.5,22.16666667,13.5,64.75,24.25,77.41666667,33.66666667,0,0,0,26.194444445555558,,,,,,,,,,,
2015,6,CA,West Pacific,38904296,82462,111797,51481,112387,199694,735542,0.018906446732772135,1380680,1364537,1382633,4127850,0.10610267822350519,4863392,0.125009125,18,11.5,58.5,20,66,43,0,2,3,18,17.75,11.58333333,59,19.91666667,65,43.41666667,0,1.5,4.083333333,24.694444444777776,,,,,,,,,,,
2015,8,CO,West Pacific,5454328,20972,24321,7920,14235,35073,134682,0.024692684,259535,261072,258470,779077,0.14283647774757954,913759,0.167529162,18.5,14.5,58,20.5,70,35,0,0,0,18.5,18.33333333,14.33333333,59.16666667,20.91666667,68.33333333,36.33333333,0,0,0,24.157407406666664,,,,,,,,,,,
2015,9,CT,Atlantic,3588561,10097,14324,6398,13281,20112,91533,0.025506881,179811,180656,179524,539991,0.1504756363344527,631524,0.175982518,23,13.5,62,20,72,42,0,0,0,20,22.66666667,13.25,62.25,21.66666667,69.08333333,43.58333333,0,1.416666667,0,25.990740740777778,,,,,,,,,,,
2015,10,DE,Atlantic,942065,789,1734,537,2201,2070,10244,0.010873984279216401,18888,17886,19166,55940,0.059380191,66184,0.070254176,24,10,63.5,22.5,70,0,0,0,0,10,21.66666667,10,62.41666667,22,71.16666667,4.666666667,4.583333333,4.75,0,22.361111112222222,,,,,,,,,,,
2015,11,DC,Atlantic,677014,874,2557,1607,4420,11194,29676,0.043833657797327674,56366,55682,56949,168997,0.24962113043452572,198673,0.293454788,20.5,12,64.5,21,61.5,35,0,0,0,20.5,20.58333333,11.91666667,64.25,21.66666667,60.83333333,36.33333333,0,1,0,24.064814814444446,,,,,,,,,,,
2015,12,FL,South,20219111,11283,21425,12731,39892,53391,234257,0.01158592,456030,456891,454750,1367671,0.067642489,1601928,0.079228409,21,10.5,56,22,58.5,31.5,0,0,3,21,20.33333333,10.83333333,55.58333333,21.66666667,57.66666667,31.33333333,0.25,0.666666667,3.75,22.453703702999995,,,,,,,,,,,
2015,15,HI,West Pacific,1422999,501,2655,663,1419,2416,10804,0.007592416,20798,21197,21158,63153,0.044380214,73957,0.05197263,20.5,14,57.5,20.5,75,0,0,0,0,14,20.91666667,14.58333333,58.41666667,20.33333333,75.33333333,15.25,3.583333333,0,0,23.157407407000004,,,,,,,,,,,
2015,16,ID,West Pacific,1652495,217,254,117,1173,779,15057,0.009111677,27109,26960,28759,82828,0.050122996,97885,0.059234672,20.5,15,63.5,21.5,80,20.5,0,0,0,20.5,20.58333333,14.41666667,62.66666667,21.91666667,78.83333333,26.83333333,0,0,0,25.027777777777775,,,,,,,,,,,
2015,17,IL,Central,12859585,26839,21686,17033,30724,45239,135746,0.010556017165406193,254259,260004,260003,774266,0.060209252,910012,0.07076527,20.5,10,57,21,63.5,43,0,0,5,20.5,19.58333333,10,57.41666667,20.75,62.66666667,43.41666667,0,0.416666667,4.666666667,24.324074074888884,,,,,,,,,,,
2015,18,IN,Central,6611442,31283,26090,26268,19560,47320,134829,0.020393281828684273,267084,266825,266408,800317,0.12105029432308413,935146,0.141443576,21.5,11.5,60,20.5,79.5,33,0,0,0,20.5,21.5,11.83333333,60.08333333,20.66666667,76.25,33.75,0.833333333,0,0,24.990740740333337,,,,,,,,,,,
2015,19,IA,Central,3122541,17739,27944,19852,13500,27416,116795,0.037403832327581925,231980,224702,231706,688388,0.22045763370280808,805183,0.257861466,22,13.5,64,19.5,79,36.5,0,0,0,19.5,23.08333333,13.5,63.41666667,20.41666667,77.25,35.33333333,0,0,0,25.88888888888889,,,,,,,,,,,
2015,21,KY,Central,4429126,35646,30405,22810,30851,47466,161964,0.036567937,313744,320191,320192,954127,0.21542105598260244,1116091,0.251988993,20.5,12,61,20,67,32.5,0,0,0,20,20.66666667,11.83333333,62.25,20.83333333,65.66666667,32.16666667,0,0,0,23.712962963333332,,,,,,,,,,,
2015,22,LA,South,4666998,3947,2275,3749,9607,15015,45250,0.00969574,86070,87662,87662,261394,0.056009023359341485,306644,0.065704764,23,11,55.5,20,60,56,0,0,0,20,23.83333333,11.16666667,56.5,20.83333333,62.25,56.75,0,0,1.583333333,25.879629629222226,,,,,,,,,,,
2015,25,MA,Atlantic,6797484,3452,6275,2085,8675,6304,34250,0.005038629,65406,66730,66996,199132,0.029294957,233382,0.034333586,20,13,63.5,19.5,66.5,56.5,0,0,0,19.5,20.75,12.75,63.66666667,19.66666667,64.91666667,56,0,0,2.916666667,26.74074074188889,,,,,,,,,,,
2015,27,MN,Central,5484002,74432,65189,34332,30327,94481,227010,0.041394952,449771,430288,448642,1328701,0.24228674606610281,1555711,0.283681698,22.5,11.5,64,21,79.5,53,0,0,0,21,21.33333333,11.5,64.5,20.66666667,73.58333333,54.33333333,0,0,0,27.324074073333335,,,,,,,,,,,
2015,28,MS,South,2990231,6385,7315,14048,11502,22294,91820,0.030706658,177986,180558,180549,539093,0.18028473385500987,630913,0.210991392,25.5,11.5,62.5,21.5,75.5,46.5,0,0,0,21.5,26,11.91666667,62.41666667,22.83333333,74.91666667,40.83333333,0,2.583333333,0,26.833333333666666,,,,,,,,,,,
2015,29,MO,Central,6075411,6238,7606,6286,19232,23336,76764,0.012635194557207735,149429,150820,150807,451056,0.074242878,527820,0.086878073,22.5,13,63.5,21,73,43.5,0,0,0,21,22.75,13.08333333,62.08333333,21.58333333,70.58333333,45.83333333,0,0,0.75,26.296296294444446,,,,,,,,,,,
2015,30,MT,West Pacific,1031495,9178,10273,5161,6964,14356,46956,0.045522276,91698,88309,91964,271971,0.2636668137024416,318927,0.30918909,19.5,15.5,64.5,20.5,76.5,0,0,0,0,15.5,19.33333333,15.83333333,65.25,21.16666667,75.41666667,10.58333333,0,0,0,23.064814814444443,,,,,,,,,,,
2015,31,NE,Central,1892059,3703,4417,1308,5196,6348,21274,0.011243835419508588,38500,36269,38807,113576,0.060027726408108835,134850,0.071271562,22,12,66.5,23,79,32,0,0,0,22,22.58333333,12,65.25,22.5,74.25,24.58333333,0,0,0,24.574074073333335,,,,,,,,,,,
2015,32,NV,West Pacific,2868531,4809,4138,1013,6902,7826,31970,0.011145077393272028,52324,57175,57036,166535,0.058055848,198505,0.069200925,17.5,13,64,23,67.5,50,0,0,0,17.5,17.41666667,13.33333333,64,23.16666667,67.58333333,50.75,0,0,0,26.25,,,,,,,,,,,
2015,34,NJ,Atlantic,8870312,26603,42739,14168,27727,66064,341954,0.038550391,646382,638477,645293,1930152,0.21759685566866194,2272106,0.256147247,21.5,10.5,64.5,21,74,29,0,0,2.5,21,21,10.58333333,63.91666667,21.25,72,29,1,1.5,2.916666667,24.79629629633333,,,,,,,,,,,
2015,35,NM,West Pacific,2090071,16801,30001,9177,12878,25524,132447,0.063369618,242436,232374,242446,717256,0.3431730309640199,849703,0.406542649,19.5,19.5,67.5,22.5,80,47.5,0,0,0,19.5,20.25,19.83333333,67.58333333,22.5,77.41666667,38.83333333,0,0,0,27.379629628888893,,,,,,,,,,,
2015,36,NY,Atlantic,19657321,6309,8267,3369,8688,11000,61066,0.003106527,99200,109048,109047,317295,0.016141314475151523,378361,0.019247842,19.5,10.5,61.5,21,66.5,42,0,2,4,19.5,19.5,10.08333333,62.16666667,21.16666667,65.5,41.75,0.916666667,1.75,4.25,25.231481481888885,,,,,,,,,,,
2015,37,NC,South,10037218,44644,43281,26569,58042,87236,227059,0.022621706532626868,448300,450574,450866,1349740,0.13447351646641528,1576799,0.157095223,23,13,62,22.5,75.5,33.5,0,0,0,22.5,22.5,13.25,61.91666667,22.33333333,73.25,33.25,0,0,0.416666667,25.21296296,,,,,,,,,,,
2015,38,ND,Central,755537,4341,2134,1818,1854,4968,14943,0.019777985724061163,29379,27167,29786,86332,0.11426574740879666,101275,0.134043733,18.5,11.5,62,17,72.5,0,0,0,0,11.5,18.5,11.33333333,63.16666667,17.41666667,70.41666667,11.91666667,0,0,0,21.41666666777778,,,,,,,,,,,
2015,39,OH,Central,11622315,54441,72857,50940,62295,103352,416247,0.035814465534620255,827551,830181,828101,2485833,0.21388449719354535,2902080,0.249698963,19.5,11,62,19.5,71,36.5,0,0,3.5,19.5,20.41666667,11,61.5,19.83333333,69.5,37.41666667,0,0,4.333333333,24.888888889222223,,,,,,,,,,,
2015,40,OK,South,3910518,9884,10558,3059,14001,22847,76420,0.019542168070828467,148451,146969,149189,444609,0.1136956791913501,521029,0.133237847,21,12.5,58.5,21,61.5,37.5,0,0,0,21,20.91666667,12.41666667,59.66666667,21.41666667,64,44.58333333,0,0,0,24.77777777888889,,,,,,,,,,,
2015,41,OR,West Pacific,4018542,20616,36217,3556,11157,30180,133670,0.033263307936062386,261368,257453,261288,780109,0.19412737256447737,913779,0.227390681,16,12,55,18,51.5,43,0,0,0,16,16.16666667,11.66666667,49.41666667,17.33333333,52.16666667,41.91666667,0,0,1.25,21.101851853333333,,,,,,,,,,,
2015,44,RI,Atlantic,1056886,3868,4278,1962,3702,5943,32197,0.030464024,63932,64122,64122,192176,0.1818322884398128,224373,0.212296312,22.5,11.5,66,19,66,43,0,0,0,19,22.33333333,10.83333333,65.58333333,19.16666667,66.41666667,35.91666667,0,0,0,24.47222222222222,,,,,,,,,,,
2015,45,SC,South,4896006,14146,13782,15029,13947,24882,84106,0.017178492,164558,166572,166538,497668,0.10164775124867086,581774,0.118826243,21,11.5,52.5,20,64.5,37.5,0,0,0,20,20.66666667,11.66666667,53.08333333,20.83333333,63.16666667,37.83333333,0,0,0.916666667,23.129629629666667,,,,,,,,,,,
2015,46,SD,Central,854663,1223,3800,1309,1897,3923,17547,0.020530899313530596,30024,31855,31855,93734,0.10967363744540246,111281,0.130204537,23,12,64,18.5,79,0,0,0,0,12,23.5,13.41666667,63.75,19.66666667,76.16666667,0,0,0,0,21.833333334444447,,,,,,,,,,,
2015,47,TN,South,6595354,17569,11916,7021,27497,36609,116609,0.017680476286792188,221953,228013,230278,680244,0.10313987694974372,796853,0.120820353,18,10.5,53,19.5,57,42,0,0,0,18,17.83333333,10.58333333,52.83333333,19.25,57,42.5,0,0,1,22.33333333222222,,,,,,,,,,,
2015,48,TX,South,27468531,28876,21903,22738,56076,62649,350172,0.012748115288728035,683288,683167,696064,2062519,0.075086615,2412691,0.08783473,22.5,12,57,21.5,68.5,40.5,0,0,3,21.5,21.25,11.66666667,56.41666667,21.5,67.66666667,39.75,0.166666667,0.75,3.25,24.71296296411111,,,,,,,,,,,
2015,49,UT,West Pacific,2983626,14770,10091,6197,7819,14896,51568,0.017283667591045257,101554,100451,101448,303453,0.10170611195907261,355021,0.11898978,19,12,57.5,20,69.5,23,0,0,0,19,18.91666667,11.91666667,58.08333333,19.25,69.83333333,21.5,0,1.333333333,0,22.31481481477778,,,,,,,,,,,
2015,50,VT,Atlantic,625810,3038,6550,1877,1636,4242,24626,0.039350602,49160,49160,48279,146599,0.23425480577171984,171225,0.273605407,22.5,14,61,18.5,64.5,0,0,0,0,14,21.33333333,15.33333333,59.75,18,64.91666667,0,0,0,0,19.925925925555557,,,,,,,,,,,
2015,51,VA,South,8367303,25874,22204,20570,31251,39557,117222,0.014009532103713706,226250,231648,231648,689546,0.082409589,806768,0.096419121,15.5,9,45.5,16,49,23,0,0,0,15.5,16.58333333,9.583333333,47,16.83333333,51,24.16666667,0,0,1.333333333,18.49999999955556,,,,,,,,,,,
2015,53,WA,West Pacific,7167287,10145,15608,3361,13579,26389,84337,0.011766935,148821,140546,151467,440834,0.061506397,525171,0.073273332,20.5,15,65,20.5,70.5,42,0,0,0,20.5,20.58333333,14.58333333,65.33333333,20.5,69.25,41.91666667,0,0,0.833333333,25.88888888811111,,,,,,,,,,,
2015,55,WI,Central,5762927,7990,9857,3707,11951,16606,75102,0.013031919370139514,140677,143529,143745,427951,0.074259313,503053,0.087291232,22.5,12.5,67.5,22.5,80.5,46.5,0,0,0,22.5,21.75,12.16666667,66.91666667,21.25,75.33333333,47.33333333,0,0,2.333333333,27.45370370366667,,,,,,,,,,,
2015,56,WY,West Pacific,586389,3805,4282,1715,2492,6028,18049,0.030779908900064632,35314,35596,35596,106506,0.1816302829691553,124555,0.212410192,19.5,12,54,21.5,76,0,0,0,0,12,19.25,12.08333333,52.91666667,21.25,72.91666667,0,0,0,0,19.824074074444443,,,,,,,,,,,
2016,1,AL,South,4866824,13406,10582,15078,12680,30570,104759,0.021525126,207704,206597,208576,622877,0.12798428708332169,727636,0.149509413,21,12,63.5,22,69.5,32.5,0,0,0,21,21.5,12.33333333,64,21.91666667,67.91666667,32.66666667,0,0,2.916666667,24.805555556333328,,,,,,,,,,,
2016,4,AZ,West Pacific,6944767,47723,40496,32163,35079,46701,188231,0.027104005,375725,354297,375761,1105783,0.15922535630065054,1294014,0.186329361,20,14.5,71,21.5,73,30.5,0,0,8,20,19.83333333,14.41666667,73,21.83333333,71.75,30.58333333,0,1.416666667,5.666666667,26.499999999333326,,,,,,,,,,,
2016,5,AR,South,2991815,9603,11610,3572,8136,22160,74964,0.025056362107951192,147947,146784,148548,443279,0.14816390719345948,518243,0.173220269,21,13.5,66,23,72.5,35.5,0,0,0,21,21.41666667,13.83333333,65.41666667,23.33333333,72.66666667,37.25,0,0,0,25.99074074111111,,,,,,,,,,,
2016,6,CA,West Pacific,39149186,81068,105272,47168,99049,174029,687238,0.017554337,1283908,1271972,1286077,3841957,0.098136319,4529195,0.115690656,17.5,12,68.5,18.5,70,43,1,4.5,10.5,17.5,17.75,12.08333333,67.75,18.5,67.75,43.16666667,0.916666667,4.75,10.83333333,27.05555555522222,,,,,,,,,,,
2016,8,CO,West Pacific,5543844,18123,24780,7354,12531,31558,126359,0.022792669,246672,248022,247025,741719,0.13379146310754775,868078,0.156584132,19,15,65.5,20,69,39.5,0,0,7,19,17.91666667,14.83333333,67,20.41666667,67.33333333,41.08333333,0,0,6.166666667,26.08333333,,,,,,,,,,,
2016,9,CT,Atlantic,3579830,13150,14833,5661,11373,20283,95401,0.026649589505646915,187862,188846,187638,564346,0.15764603347086314,659747,0.184295623,23,14,71.5,22,71.5,41,0,0,0,22,22.41666667,14.16666667,70.5,22.25,67.66666667,41.91666667,1.333333333,0,4.166666667,27.157407408888886,,,,,,,,,,,
2016,10,DE,Atlantic,949989,500,1073,519,1415,1424,11808,0.012429617606098597,14158,13238,11622,39018,0.041072054518526004,50826,0.053501672,22,12.5,65.5,20.5,66,0,0,0,0,12.5,21.41666667,12.58333333,65,21.25,64.75,15.66666667,0,0,0,22.296296296666668,,,,,,,,,,,
2016,11,DC,Atlantic,687576,834,2546,1698,4427,10840,35429,0.051527394789812324,69420,70033,69933,209386,0.30452779,244815,0.356055185,22,13,68.5,20,62.5,29.5,0,0,0,20,22,13.16666667,68.25,20.66666667,60.58333333,30.16666667,0,0,2.416666667,24.138888889666664,,,,,,,,,,,
2016,12,FL,South,20627237,12989,24092,12562,32631,55146,217410,0.010539947739971184,423200,424536,424032,1271768,0.061654792,1489178,0.072194739,20,11,65.5,22,63.5,31.5,0,4,10,20,20.16666667,11.66666667,65.33333333,21.66666667,65.5,30.83333333,0.666666667,4.25,9.75,25.537037037444446,,,,,,,,,,,
2016,15,HI,West Pacific,1428885,598,2300,475,1657,2550,10301,0.007209118,19743,20024,20096,59863,0.041894904,70164,0.049104022,21,16.5,62,19,68,0,0,0,0,16.5,21.58333333,15.91666667,63.16666667,19.83333333,66.75,3.583333333,0,0,0,21.20370370366667,,,,,,,,,,,
2016,16,ID,West Pacific,1684036,1325,578,617,1660,2284,15958,0.009476044,28716,28494,30543,87753,0.052108744,103711,0.061584788,20.5,13.5,68,21,73.5,50.5,0,0,0,20.5,19.83333333,13.91666667,67.58333333,20.58333333,71.91666667,37.08333333,0,0,0,25.65740740666667,,,,,,,,,,,
2016,17,IL,Central,12821709,2823,2411,1548,2507,3065,84902,0.006621738,151209,157406,157405,466020,0.036346168829755846,550922,0.042967907,20,10.5,65.5,20,65,43.5,0,6,12,20,19.83333333,10.66666667,64.08333333,19.83333333,64.16666667,43.58333333,0.5,6.083333333,11.58333333,26.703703702555558,,,,,,,,,,,
2016,18,IN,Central,6637898,40949,24725,30138,15487,46102,136073,0.020499411108757623,269663,268922,268868,807453,0.12164287550064795,943526,0.142142287,21,11,67.5,20,72.5,37,0,0,9,20,20.16666667,11.33333333,67.91666667,20.25,71.25,36.33333333,0,0,8,26.13888888888889,,,,,,,,,,,
2016,19,IA,Central,3133210,26156,25035,19464,23498,54960,115864,0.036979327909715594,230594,221341,230190,682125,0.21770803744402706,797989,0.254687365,23,11.5,68,20,79,32.5,0,0,0,20,23,12.75,67.83333333,19.91666667,73,33.83333333,0,0,3.083333333,25.93518518477778,,,,,,,,,,,
2016,21,KY,Central,4440306,37078,30162,21197,23091,45620,157164,0.035394858,303426,310028,310028,923482,0.2079771078840062,1080646,0.243371966,21,12,69.5,21,65.5,32.5,0,0,0,21,21.16666667,12,68.83333333,20.66666667,64.33333333,33.5,0,0.833333333,1.083333333,24.71296296288889,,,,,,,,,,,
2016,22,LA,South,4681346,2724,1521,2322,4742,7768,35771,0.007641178,67530,69016,69015,205561,0.043910662,241332,0.05155184,22,10.5,63,21,60.5,53,0,0,0,21,22,10.83333333,63.66666667,21.33333333,61.25,53.66666667,0,1,3.25,26.333333333333332,,,,,,,,,,,
2016,25,MA,Atlantic,6827280,1374,2271,542,1711,2322,34639,0.005073616,66084,66863,67695,200642,0.029388277615682967,235281,0.034461894,22,13,65.5,20.5,65.5,54.5,5,3,11,20.5,21.33333333,12.5,66.41666667,20.75,62.83333333,55.58333333,4,3.416666667,11.5,28.7037037,,,,,,,,,,,
2016,27,MN,Central,5525360,86844,72496,37543,27511,100676,260557,0.047156565364066774,515961,495911,514845,1526717,0.2763108648124285,1787274,0.32346743,22,13.5,72.5,19,74,52.5,0,0,12,19,21.58333333,13,72.66666667,19.16666667,71.66666667,54.33333333,0,0,7.833333333,28.916666666999998,,,,,,,,,,,
2016,28,MS,South,2990595,17292,8323,15771,10988,21172,84751,0.028339176652137785,164737,166864,166667,498268,0.1666116608902242,583019,0.194950838,25.5,11.5,65.5,22.5,72,44,0,0,0,22.5,25.41666667,11.33333333,68.33333333,24.16666667,69.25,44.33333333,0,0,1.583333333,27.157407407000004,,,,,,,,,,,
2016,29,MO,Central,6091384,9747,4513,6777,15716,22790,77604,0.012739961887150769,150935,152359,152434,455728,0.074815182,533332,0.087555143,22,13.5,68,21,74.5,43,0,0,9.5,21,21.33333333,13.41666667,68.16666667,21.41666667,72.08333333,43.41666667,0.583333333,0.666666667,7.75,27.648148148888886,,,,,,,,,,,
2016,30,MT,West Pacific,1042137,7395,7734,4031,5037,9904,39124,0.037542089,76425,74636,76621,227682,0.21847607368321056,266806,0.256018163,18,16,69,20.5,75,0,0,0,0,16,18.25,16.5,69.58333333,20.75,74.83333333,8.166666667,0,0,0,23.120370369666666,,,,,,,,,,,
2016,31,NE,Central,1906483,3760,3876,1169,3893,5875,21848,0.011459845170400156,39011,36285,39454,114750,0.060189364395066725,136598,0.07164921,21.5,13,69,22.5,78.5,36,0,0,0,21.5,21.41666667,12.91666667,69.33333333,21.66666667,73.33333333,33.66666667,0,0,0,25.814814815555557,,,,,,,,,,,
2016,32,NV,West Pacific,2919555,2021,1825,649,1167,2249,26426,0.009051379,44177,47890,47742,139809,0.047887092,166235,0.056938472,17.5,13,66,21,65.5,46.5,0,0,0,17.5,17.5,13.41666667,67.41666667,21.83333333,65.91666667,46.16666667,0,0,0,25.80555555666667,,,,,,,,,,,
2016,34,NJ,Atlantic,8873584,1757,4082,4405,639,2087,339298,0.038236861,643120,637066,642066,1922252,0.2166263372274382,2261550,0.254863198,22.5,11,67.5,22,71,29,2,8,11,22,22.08333333,11.16666667,69.91666667,22.66666667,67.5,29.58333333,2.416666667,7.583333333,11.08333333,27.111111111111107,,,,,,,,,,,
2016,35,NM,West Pacific,2092555,24030,37545,9789,12103,29455,142110,0.067912193,261605,251045,261644,774294,0.37002324909022705,916404,0.437935443,19.5,21,71.5,24.5,78,40,0,0,0,21,19,21.5,73.75,24.33333333,75.08333333,33.75,0,0,0,27.490740739999996,,,,,,,,,,,
2016,36,NY,Atlantic,19636391,9562,11591,3618,10649,13743,62960,0.003206292,104486,113934,113936,332356,0.016925513451020606,395316,0.020131805,22,11,71.5,21,66,41,2.5,7,11.5,21,20.91666667,11.16666667,70,21.16666667,65.58333333,41.16666667,2.5,7,11,27.833333334444447,,,,,,,,,,,
2016,37,NC,South,10161802,20617,18915,6891,23685,41797,153363,0.015092106695249524,273656,262765,271385,807806,0.079494365,961169,0.094586472,22.5,13.5,64.5,21,65.5,32.5,0,4.5,7.5,21,22.58333333,13.66666667,64.5,21.5,66.83333333,32.5,0,3.166666667,8.166666667,25.879629629333333,,,,,,,,,,,
2016,38,ND,Central,756114,3214,1489,1434,1488,3756,14842,0.019629315156180153,29045,26768,29555,85368,0.11290360977312945,100210,0.132532925,19.5,13,69,16.5,69,0,0,0,0,13,20.25,11.66666667,69.58333333,16.33333333,65.75,0,0,0,0,20.39814814777778,,,,,,,,,,,
2016,39,OH,Central,11640060,55570,77720,49787,56300,104860,431582,0.0370773,854627,860284,855357,2570268,0.22081226385431002,3001850,0.257889564,21,11,65,19.5,66.5,43,0,5.5,12.5,19.5,20.58333333,11.25,64.91666667,19.58333333,64.66666667,42.41666667,0.416666667,5.083333333,12.41666667,26.814814815555554,,,,,,,,,,,
2016,40,OK,South,3928143,13483,13883,4220,12895,30839,93921,0.023909771,183259,181909,184092,549260,0.13982688512103555,643181,0.163736656,22,13.5,70,21.5,71,58,0,0,0,21.5,22.91666667,13.58333333,69.41666667,21.91666667,69.41666667,55.75,0,0,0,28.111111112222222,,,,,,,,,,,
2016,41,OR,West Pacific,4093271,25009,48856,12171,11024,30588,127078,0.031045587,249995,248361,250479,748835,0.18294293243716334,875913,0.213988519,20.5,15,64,20,63.5,46,0,0,0,20,20.83333333,14.41666667,64.58333333,20.08333333,61.83333333,44.75,0,0,1.083333333,25.28703703588889,,,,,,,,,,,
2016,42,PA,Atlantic,12788468,54010,65832,68352,81362,131072,550418,0.043040183,1084975,1043117,1080628,3208720,0.25090730179721293,3759138,0.293947485,20,12,65,21,64.5,36,0,7.5,13,20,19.91666667,12.08333333,65.25,21.16666667,62.33333333,36.08333333,1.416666667,6.583333333,12.91666667,26.41666666666667,,,,,,,,,,,
2016,44,RI,Atlantic,1057816,6200,6010,2774,3546,9912,31768,0.030031688,63087,63286,63286,189659,0.17929299613543376,221427,0.209324684,23.5,12,69,20,68.5,44.5,0,0,0,20,21.5,12.58333333,70.16666667,20.5,65.08333333,44.75,0,0,0,26.064814814444446,,,,,,,,,,,
